season,game_pk,game_date,game_id,away,home,away_score_model,home_score_model,model_edge,predicted_winner,actual_winner,winner_correct,away_run_projection,home_run_projection,projected_total,projected_f5_total,actual_away_runs,actual_home_runs,actual_full_total,actual_f5_total,actual_post5_runs,away_context_confidence,home_context_confidence,prediction_type,predicted_team,predicted_opponent,predicted_home_away,predicted_team_score,predicted_team_runs,prediction_threshold,predicted_outcome,actual_outcome,correct,actual_team_runs,actual_opponent_runs,actual_margin,actual_home_won,context_confidence,opponent_context_confidence,confidence_label,wrong_reason
2024,744837,2024-07-03,NYM@WSN,NYM,WSN,64.507,51.205,13.302,NYM,WSN,0,5.839,4.673,10.512,5.676,5,7,12,6,6,unknown,unknown,winner,NYM,WSN,away,64.507,,,1,0,0,5,7,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,744799,2024-09-28,PHI@WSN,PHI,WSN,54.701,41.399,13.302,PHI,WSN,0,4.643,3.787,8.43,4.552,3,6,9,0,9,unknown,unknown,winner,PHI,WSN,away,54.701,,,1,0,0,3,6,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777356,2025-06-26,SEA@MIN,SEA,MIN,62.061,48.77,13.291,SEA,MIN,0,5.597,4.303,9.9,5.346,1,10,11,2,9,unknown,unknown,winner,SEA,MIN,away,62.061,,,1,0,0,1,10,9,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745274,2024-04-12,CHC@SEA,CHC,SEA,59.01,45.75,13.26,CHC,SEA,0,5.502,4.088,9.59,5.179,2,4,6,4,2,unknown,unknown,winner,CHC,SEA,away,59.01,,,1,0,0,2,4,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746119,2024-07-24,SF@LAD,SF,LAD,43.06,56.311,13.251,LAD,SF,0,3.806,4.706,8.512,4.596,8,3,11,3,8,unknown,unknown,winner,LAD,SF,home,56.311,,,1,0,0,3,8,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716592,2023-09-13,MIA@MIL,MIA,MIL,46.564,59.805,13.241,MIL,MIA,0,4.061,5.207,9.268,5.005,2,0,2,1,1,unknown,unknown,winner,MIL,MIA,home,59.805,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717899,2023-06-04,LAA@HOU,LAA,HOU,46.576,59.815,13.239,HOU,LAA,0,4.061,5.053,9.114,4.922,2,1,3,1,2,unknown,unknown,winner,HOU,LAA,home,59.815,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2025,777772,2025-05-25,KC@MIN,KC,MIN,39.422,52.652,13.23,MIN,KC,0,3.279,4.397,7.676,4.145,2,1,3,1,2,unknown,unknown,winner,MIN,KC,home,52.652,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2025,776426,2025-09-07,PHI@MIA,PHI,MIA,60.734,47.538,13.196,PHI,MIA,0,5.283,4.295,9.578,5.172,4,5,9,5,4,unknown,unknown,winner,PHI,MIA,away,60.734,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2024,745074,2024-07-09,NYY@TB,NYY,TB,58.627,45.44,13.187,NYY,TB,0,4.93,4.087,9.017,4.869,3,5,8,5,3,unknown,unknown,winner,NYY,TB,away,58.627,,,1,0,0,3,5,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718624,2023-04-11,LAD@SF,LAD,SF,61.627,48.451,13.176,LAD,SF,0,5.168,4.466,9.634,5.202,0,5,5,2,3,unknown,unknown,winner,LAD,SF,away,61.627,,,1,0,0,0,5,5,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716819,2023-08-27,ATL@SF,ATL,SF,55.545,42.378,13.167,ATL,SF,0,4.455,3.591,8.046,4.345,5,8,13,9,4,unknown,unknown,winner,ATL,SF,away,55.545,,,1,0,0,5,8,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717658,2023-06-22,BOS@MIN,BOS,MIN,61.161,48.001,13.16,BOS,MIN,0,5.458,4.125,9.583,5.175,0,6,6,6,0,unknown,unknown,winner,BOS,MIN,away,61.161,,,1,0,0,0,6,6,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746159,2024-04-17,WSN@LAD,WSN,LAD,39.678,52.809,13.131,LAD,WSN,0,3.836,4.407,8.243,4.451,2,0,2,2,0,unknown,unknown,winner,LAD,WSN,home,52.809,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777586,2025-06-08,SD@MIL,SD,MIL,43.707,56.834,13.127,MIL,SD,0,3.583,4.926,8.509,4.595,1,0,1,0,1,unknown,unknown,winner,MIL,SD,home,56.834,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2023,718196,2023-05-13,STL@BOS,STL,BOS,50.062,63.171,13.109,BOS,STL,0,4.758,5.503,10.261,5.541,4,3,7,3,4,unknown,unknown,winner,BOS,STL,home,63.171,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2024,745694,2024-09-10,KC@NYY,KC,NYY,43.143,56.236,13.093,NYY,KC,0,3.647,4.727,8.374,4.522,5,0,5,3,2,unknown,unknown,winner,NYY,KC,home,56.236,,,1,0,0,0,5,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745760,2024-04-20,TB@NYY,TB,NYY,43.874,56.96,13.086,NYY,TB,0,3.847,4.602,8.449,4.562,2,0,2,0,2,unknown,unknown,winner,NYY,TB,home,56.96,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776608,2025-08-24,SF@MIL,SF,MIL,43.089,56.149,13.06,MIL,SF,0,3.802,4.612,8.414,4.544,4,3,7,5,2,unknown,unknown,winner,MIL,SF,home,56.149,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2025,777487,2025-06-16,LAA@NYY,LAA,NYY,46.465,59.524,13.059,NYY,LAA,0,4.25,4.953,9.203,4.97,1,0,1,0,1,unknown,unknown,winner,NYY,LAA,home,59.524,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2025,778464,2025-04-04,MIA@ATL,MIA,ATL,51.259,38.202,13.057,MIA,ATL,0,4.428,3.568,7.996,4.318,0,10,10,3,7,unknown,unknown,winner,MIA,ATL,away,51.259,,,1,0,0,0,10,10,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777067,2025-07-20,HOU@SEA,HOU,SEA,49.298,62.354,13.056,SEA,HOU,0,4.155,5.525,9.68,5.227,11,3,14,6,8,unknown,unknown,winner,SEA,HOU,home,62.354,,,1,0,0,3,11,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747101,2024-06-30,PIT@ATL,PIT,ATL,38.806,51.851,13.045,ATL,PIT,0,3.37,4.339,7.709,4.163,4,2,6,5,1,unknown,unknown,winner,ATL,PIT,home,51.851,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716678,2023-09-08,AZ@CHC,AZ,CHC,44.817,57.861,13.044,CHC,AZ,0,3.841,5.008,8.849,4.778,1,0,1,0,1,unknown,unknown,winner,CHC,AZ,home,57.861,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2023,717968,2023-05-29,MIN@HOU,MIN,HOU,42.452,55.489,13.037,HOU,MIN,0,3.504,4.602,8.106,4.377,7,5,12,5,7,unknown,unknown,winner,HOU,MIN,home,55.489,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718483,2023-04-21,BOS@MIL,BOS,MIL,48.113,61.146,13.033,MIL,BOS,0,4.235,4.852,9.087,4.907,5,3,8,5,3,unknown,unknown,winner,MIL,BOS,home,61.146,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745166,2024-06-08,COL@STL,COL,STL,42.43,55.455,13.025,STL,COL,0,4.1,5.033,9.133,4.932,6,5,11,1,10,unknown,unknown,winner,STL,COL,home,55.455,,,1,0,0,5,6,1,0,unknown,unknown,high,coinflip_close_game
2023,718663,2023-04-08,SEA@CLE,SEA,CLE,44.794,57.813,13.019,CLE,SEA,0,4.122,4.803,8.925,4.82,3,2,5,4,1,unknown,unknown,winner,CLE,SEA,home,57.813,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2025,777173,2025-07-09,CHC@MIN,CHC,MIN,57.563,44.55,13.013,CHC,MIN,0,4.744,3.898,8.642,4.667,2,4,6,6,0,unknown,unknown,winner,CHC,MIN,away,57.563,,,1,0,0,2,4,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746275,2024-08-09,STL@KC,STL,KC,48.112,61.107,12.995,KC,STL,0,4.249,5.307,9.556,5.16,8,5,13,8,5,unknown,unknown,winner,KC,STL,home,61.107,,,1,0,0,5,8,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776156,2025-09-27,PIT@ATL,PIT,ATL,44.194,57.171,12.977,ATL,PIT,0,3.95,5.082,9.032,4.877,3,1,4,2,2,unknown,unknown,winner,ATL,PIT,home,57.171,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776655,2025-08-21,HOU@BAL,HOU,BAL,40.983,53.957,12.974,BAL,HOU,0,3.367,4.956,8.323,4.494,7,2,9,8,1,unknown,unknown,winner,BAL,HOU,home,53.957,,,1,0,0,2,7,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776643,2025-08-22,HOU@BAL,HOU,BAL,40.537,53.494,12.957,BAL,HOU,0,3.298,4.926,8.224,4.441,10,7,17,10,7,unknown,unknown,winner,BAL,HOU,home,53.494,,,1,0,0,7,10,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776907,2025-08-02,ATL@CIN,ATL,CIN,45.216,58.171,12.955,CIN,ATL,0,4.082,5.154,9.236,4.987,4,2,6,5,1,unknown,unknown,winner,CIN,ATL,home,58.171,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746832,2024-09-06,NYY@CHC,NYY,CHC,57.131,70.069,12.938,CHC,NYY,0,4.881,6.399,11.28,6.091,3,0,3,3,0,unknown,unknown,winner,CHC,NYY,home,70.069,,,1,0,0,0,3,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747109,2024-06-16,TB@ATL,TB,ATL,39.886,52.813,12.927,ATL,TB,0,3.597,4.488,8.085,4.366,8,6,14,8,6,unknown,unknown,winner,ATL,TB,home,52.813,,,1,0,0,6,8,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746168,2024-03-30,STL@LAD,STL,LAD,45.574,58.5,12.926,LAD,STL,0,4.289,5.009,9.298,5.021,6,5,11,2,9,unknown,unknown,winner,LAD,STL,home,58.5,,,1,0,0,5,6,1,0,unknown,unknown,high,coinflip_close_game
2023,717972,2023-05-30,PIT@SF,PIT,SF,46.976,59.898,12.922,SF,PIT,0,4.073,5.335,9.408,5.08,2,1,3,3,0,unknown,unknown,winner,SF,PIT,home,59.898,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2023,716989,2023-08-15,TB@SF,TB,SF,57.784,44.863,12.921,TB,SF,0,4.848,3.84,8.688,4.692,0,7,7,0,7,unknown,unknown,winner,TB,SF,away,57.784,,,1,0,0,0,7,7,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777813,2025-05-23,SD@ATL,SD,ATL,43.891,56.812,12.921,ATL,SD,0,3.625,5.119,8.744,4.722,2,1,3,2,1,unknown,unknown,winner,ATL,SD,home,56.812,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2025,778298,2025-04-16,BOS@TB,BOS,TB,46.827,59.739,12.912,TB,BOS,0,4.24,5.306,9.546,5.155,1,0,1,1,0,unknown,unknown,winner,TB,BOS,home,59.739,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2023,717492,2023-07-04,PIT@LAD,PIT,LAD,48.614,61.525,12.911,LAD,PIT,0,4.415,5.292,9.707,5.242,9,7,16,11,5,unknown,unknown,winner,LAD,PIT,home,61.525,,,1,0,0,7,9,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718364,2023-04-30,CHC@MIA,CHC,MIA,58.424,45.516,12.908,CHC,MIA,0,4.943,4.054,8.997,4.858,3,4,7,5,2,unknown,unknown,winner,CHC,MIA,away,58.424,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2025,776442,2025-09-05,SD@COL,SD,COL,56.537,43.632,12.905,SD,COL,0,4.886,4.548,9.434,5.094,0,3,3,2,1,unknown,unknown,winner,SD,COL,away,56.537,,,1,0,0,0,3,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777251,2025-07-03,KC@SEA,KC,SEA,40.13,53.034,12.904,SEA,KC,0,3.551,4.589,8.14,4.396,3,2,5,1,4,unknown,unknown,winner,SEA,KC,home,53.034,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2025,777409,2025-06-22,DET@TB,DET,TB,55.008,67.882,12.874,TB,DET,0,4.58,6.025,10.605,5.727,9,3,12,2,10,unknown,unknown,winner,TB,DET,home,67.882,,,1,0,0,3,9,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745232,2024-07-22,LAA@SEA,LAA,SEA,41.938,54.806,12.868,SEA,LAA,0,3.83,4.79,8.62,4.655,3,1,4,1,3,unknown,unknown,winner,SEA,LAA,home,54.806,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778447,2025-04-04,CLE@LAA,CLE,LAA,41.421,54.289,12.868,LAA,CLE,0,4.099,4.666,8.765,4.733,8,6,14,8,6,unknown,unknown,winner,LAA,CLE,home,54.289,,,1,0,0,6,8,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718257,2023-05-08,LAD@MIL,LAD,MIL,58.406,45.54,12.866,LAD,MIL,0,4.896,3.748,8.644,4.668,3,9,12,3,9,unknown,unknown,winner,LAD,MIL,away,58.406,,,1,0,0,3,9,6,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745786,2024-08-18,MIA@NYM,MIA,NYM,44.224,57.084,12.86,NYM,MIA,0,4.24,5.03,9.27,5.006,3,2,5,2,3,unknown,unknown,winner,NYM,MIA,home,57.084,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2023,717429,2023-07-09,ATL@TB,ATL,TB,60.632,47.784,12.848,ATL,TB,0,4.934,3.71,8.644,4.668,4,10,14,10,4,unknown,unknown,winner,ATL,TB,away,60.632,,,1,0,0,4,10,6,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777182,2025-07-09,TB@DET,TB,DET,47.0,59.844,12.844,DET,TB,0,3.963,4.972,8.935,4.825,7,3,10,5,5,unknown,unknown,winner,DET,TB,home,59.844,,,1,0,0,3,7,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746017,2024-09-08,PHI@MIA,PHI,MIA,60.028,47.187,12.841,PHI,MIA,0,5.157,4.526,9.683,5.229,1,10,11,10,1,unknown,unknown,winner,PHI,MIA,away,60.028,,,1,0,0,1,10,9,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746274,2024-07-28,CHC@KC,CHC,KC,40.798,53.619,12.821,KC,CHC,0,3.613,4.566,8.179,4.417,7,3,10,5,5,unknown,unknown,winner,KC,CHC,home,53.619,,,1,0,0,3,7,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718269,2023-05-07,MIA@CHC,MIA,CHC,38.82,51.64,12.82,CHC,MIA,0,3.543,4.316,7.859,4.244,5,4,9,1,8,unknown,unknown,winner,CHC,MIA,home,51.64,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2024,746052,2024-06-21,SEA@MIA,SEA,MIA,53.683,40.865,12.818,SEA,MIA,0,4.585,3.925,8.51,4.595,2,3,5,2,3,unknown,unknown,winner,SEA,MIA,away,53.683,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2023,718571,2023-04-15,SF@DET,SF,DET,56.484,43.673,12.811,SF,DET,0,5.259,4.467,9.726,5.252,6,7,13,9,4,unknown,unknown,winner,SF,DET,away,56.484,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2025,778153,2025-04-27,NYM@WSN,NYM,WSN,53.597,40.793,12.804,NYM,WSN,0,4.164,3.636,7.8,4.212,7,8,15,8,7,unknown,unknown,winner,NYM,WSN,away,53.597,,,1,0,0,7,8,1,1,unknown,unknown,high,coinflip_close_game
2023,717906,2023-06-03,MIL@CIN,MIL,CIN,44.222,57.01,12.788,CIN,MIL,0,3.832,5.205,9.037,4.88,10,8,18,13,5,unknown,unknown,winner,CIN,MIL,home,57.01,,,1,0,0,8,10,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777454,2025-06-18,CLE@SF,CLE,SF,44.065,56.847,12.782,SF,CLE,0,3.89,4.846,8.736,4.717,4,2,6,6,0,unknown,unknown,winner,SF,CLE,home,56.847,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777073,2025-07-20,DET@TEX,DET,TEX,46.698,59.468,12.77,TEX,DET,0,3.776,5.288,9.064,4.895,2,1,3,1,2,unknown,unknown,winner,TEX,DET,home,59.468,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2025,777060,2025-07-21,DET@PIT,DET,PIT,52.48,39.723,12.757,DET,PIT,0,4.376,3.713,8.089,4.368,0,3,3,3,0,unknown,unknown,winner,DET,PIT,away,52.48,,,1,0,0,0,3,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717471,2023-07-06,TEX@BOS,TEX,BOS,57.409,44.654,12.755,TEX,BOS,0,4.738,3.872,8.61,4.649,6,10,16,8,8,unknown,unknown,winner,TEX,BOS,away,57.409,,,1,0,0,6,10,4,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777617,2025-06-06,SD@MIL,SD,MIL,47.036,59.782,12.746,MIL,SD,0,3.915,5.227,9.142,4.937,2,0,2,1,1,unknown,unknown,winner,MIL,SD,home,59.782,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746135,2024-06-15,KC@LAD,KC,LAD,49.787,62.527,12.74,LAD,KC,0,4.267,5.339,9.606,5.187,7,2,9,3,6,unknown,unknown,winner,LAD,KC,home,62.527,,,1,0,0,2,7,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746922,2024-08-10,HOU@BOS,HOU,BOS,48.563,61.277,12.714,BOS,HOU,0,4.179,5.387,9.566,5.166,5,4,9,2,7,unknown,unknown,winner,BOS,HOU,home,61.277,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2023,717897,2023-06-04,MIL@CIN,MIL,CIN,46.539,59.244,12.705,CIN,MIL,0,4.046,5.471,9.517,5.139,5,1,6,5,1,unknown,unknown,winner,CIN,MIL,home,59.244,,,1,0,0,1,5,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716700,2023-09-06,MIN@CLE,MIN,CLE,65.291,52.593,12.698,MIN,CLE,0,5.869,4.726,10.595,5.721,1,2,3,3,0,unknown,unknown,winner,MIN,CLE,away,65.291,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,746023,2024-08-25,CHC@MIA,CHC,MIA,54.64,41.949,12.691,CHC,MIA,0,4.905,3.965,8.87,4.79,2,7,9,4,5,unknown,unknown,winner,CHC,MIA,away,54.64,,,1,0,0,2,7,5,1,unknown,unknown,high,home_field_or_away_underperformed
2024,747169,2024-08-08,PHI@AZ,PHI,AZ,53.489,66.172,12.683,AZ,PHI,0,4.531,5.889,10.42,5.627,6,4,10,1,9,unknown,unknown,winner,AZ,PHI,home,66.172,,,1,0,0,4,6,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717264,2023-07-25,SEA@MIN,SEA,MIN,45.552,58.232,12.68,MIN,SEA,0,3.923,5.08,9.003,4.862,9,7,16,7,9,unknown,unknown,winner,MIN,SEA,home,58.232,,,1,0,0,7,9,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745833,2024-04-27,STL@NYM,STL,NYM,40.783,53.462,12.679,NYM,STL,0,3.614,4.669,8.283,4.473,7,4,11,10,1,unknown,unknown,winner,NYM,STL,home,53.462,,,1,0,0,4,7,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717622,2023-06-25,TEX@NYY,TEX,NYY,55.125,42.448,12.677,TEX,NYY,0,4.458,3.523,7.981,4.31,3,5,8,5,3,unknown,unknown,winner,TEX,NYY,away,55.125,,,1,0,0,3,5,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776629,2025-08-23,HOU@BAL,HOU,BAL,43.014,55.674,12.66,BAL,HOU,0,3.554,5.155,8.709,4.703,9,8,17,14,3,unknown,unknown,winner,BAL,HOU,home,55.674,,,1,0,0,8,9,1,0,unknown,unknown,high,coinflip_close_game
2025,777846,2025-05-20,SEA@CWS,SEA,CWS,51.295,38.647,12.648,SEA,CWS,0,4.252,3.793,8.045,4.344,0,1,1,1,0,unknown,unknown,winner,SEA,CWS,away,51.295,,,1,0,0,0,1,1,1,unknown,unknown,high,coinflip_close_game
2025,776439,2025-09-06,NYM@CIN,NYM,CIN,66.358,53.713,12.645,NYM,CIN,0,5.953,4.784,10.737,5.798,3,6,9,5,4,unknown,unknown,winner,NYM,CIN,away,66.358,,,1,0,0,3,6,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718570,2023-04-15,BAL@CWS,BAL,CWS,59.924,47.28,12.644,BAL,CWS,0,5.227,4.571,9.798,5.291,6,7,13,3,10,unknown,unknown,winner,BAL,CWS,away,59.924,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2023,717105,2023-08-06,PIT@MIL,PIT,MIL,44.089,56.73,12.641,MIL,PIT,0,4.036,4.962,8.998,4.859,4,1,5,2,3,unknown,unknown,winner,MIL,PIT,home,56.73,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717062,2023-08-09,CHC@NYM,CHC,NYM,61.334,48.705,12.629,CHC,NYM,0,5.433,4.413,9.846,5.317,3,4,7,4,3,unknown,unknown,winner,CHC,NYM,away,61.334,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2024,746693,2024-07-05,DET@CIN,DET,CIN,44.735,57.353,12.618,CIN,DET,0,3.941,5.157,9.098,4.913,5,4,9,5,4,unknown,unknown,winner,CIN,DET,home,57.353,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2024,746311,2024-05-04,TEX@KC,TEX,KC,39.397,52.013,12.616,KC,TEX,0,3.387,4.307,7.694,4.155,15,4,19,9,10,unknown,unknown,winner,KC,TEX,home,52.013,,,1,0,0,4,15,11,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745289,2024-09-05,AZ@SF,AZ,SF,62.754,50.173,12.581,AZ,SF,0,5.462,4.497,9.959,5.378,2,3,5,4,1,unknown,unknown,winner,AZ,SF,away,62.754,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2024,745921,2024-04-20,DET@MIN,DET,MIN,54.478,41.901,12.577,DET,MIN,0,4.583,4.177,8.76,4.73,3,4,7,4,3,unknown,unknown,winner,DET,MIN,away,54.478,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2024,747122,2024-05-17,SD@ATL,SD,ATL,38.181,50.751,12.57,ATL,SD,0,3.309,4.056,7.365,3.977,3,1,4,4,0,unknown,unknown,winner,ATL,SD,home,50.751,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745372,2024-09-07,SF@SD,SF,SD,43.457,56.022,12.565,SD,SF,0,3.789,4.807,8.596,4.642,6,3,9,7,2,unknown,unknown,winner,SD,SF,home,56.022,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747206,2024-05-05,SD@AZ,SD,AZ,57.585,45.021,12.564,SD,AZ,0,5.176,3.979,9.155,4.944,4,11,15,15,0,unknown,unknown,winner,SD,AZ,away,57.585,,,1,0,0,4,11,7,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745701,2024-09-01,STL@NYY,STL,NYY,43.105,55.668,12.563,NYY,STL,0,3.763,4.635,8.398,4.535,14,7,21,12,9,unknown,unknown,winner,NYY,STL,home,55.668,,,1,0,0,7,14,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777789,2025-05-24,LAD@NYM,LAD,NYM,58.978,46.445,12.533,LAD,NYM,0,4.941,3.804,8.745,4.722,2,5,7,6,1,unknown,unknown,winner,LAD,NYM,away,58.978,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777773,2025-05-25,LAD@NYM,LAD,NYM,58.851,46.329,12.522,LAD,NYM,0,4.961,3.751,8.712,4.704,1,3,4,4,0,unknown,unknown,winner,LAD,NYM,away,58.851,,,1,0,0,1,3,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745915,2024-05-07,SEA@MIN,SEA,MIN,44.59,57.104,12.514,MIN,SEA,0,3.695,4.997,8.692,4.694,10,6,16,6,10,unknown,unknown,winner,MIN,SEA,home,57.104,,,1,0,0,6,10,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746232,2024-05-11,KC@LAA,KC,LAA,54.376,41.863,12.513,KC,LAA,0,4.591,3.926,8.517,4.599,3,9,12,6,6,unknown,unknown,winner,KC,LAA,away,54.376,,,1,0,0,3,9,6,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717117,2023-08-05,SF@ATH,SF,ATH,48.764,36.255,12.509,SF,ATH,0,4.078,3.701,7.779,4.201,1,2,3,1,2,unknown,unknown,winner,SF,ATH,away,48.764,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2023,717115,2023-08-05,CWS@CLE,CWS,CLE,36.969,49.478,12.509,CLE,CWS,0,3.382,4.32,7.702,4.159,7,4,11,3,8,unknown,unknown,winner,CLE,CWS,home,49.478,,,1,0,0,4,7,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776904,2025-08-02,PIT@COL,PIT,COL,58.828,46.321,12.507,PIT,COL,0,5.482,4.701,10.183,5.499,5,8,13,4,9,unknown,unknown,winner,PIT,COL,away,58.828,,,1,0,0,5,8,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717975,2023-05-29,KC@STL,KC,STL,39.808,52.3,12.492,STL,KC,0,3.934,4.629,8.563,4.624,7,0,7,3,4,unknown,unknown,winner,STL,KC,home,52.3,,,1,0,0,0,7,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716660,2023-09-09,AZ@CHC,AZ,CHC,43.764,56.253,12.489,CHC,AZ,0,3.732,4.836,8.568,4.627,3,2,5,2,3,unknown,unknown,winner,CHC,AZ,home,56.253,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2024,746376,2024-06-22,BAL@HOU,BAL,HOU,63.067,50.579,12.488,BAL,HOU,0,5.167,4.454,9.621,5.195,1,5,6,5,1,unknown,unknown,winner,BAL,HOU,away,63.067,,,1,0,0,1,5,4,1,unknown,unknown,high,home_field_or_away_underperformed
2023,748539,2023-10-23,AZ@PHI,AZ,PHI,43.71,56.196,12.486,PHI,AZ,0,3.677,4.755,8.432,4.553,5,1,6,5,1,unknown,unknown,winner,PHI,AZ,home,56.196,,,1,0,0,1,5,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
