season,feature,feature_value,outcome,count,feature_rate,baseline_rate,lift
2023,BD_L5_bucket,very_high_115_plus,team_runs_5plus,1876,0.4574,0.4529,0.0045
2024,BD_L5_bucket,very_high_115_plus,team_runs_5plus,1986,0.4255,0.4252,0.0003
2025,BD_L5_bucket,very_high_115_plus,team_runs_5plus,1888,0.4163,0.4166,-0.0003
2023,BD_L5_bucket,very_high_115_plus,team_won,1876,0.5075,0.5,0.0075
2024,BD_L5_bucket,very_high_115_plus,team_won,1986,0.5,0.498,0.002
2025,BD_L5_bucket,very_high_115_plus,team_won,1888,0.5196,0.5,0.0196
2023,BD_L5_bucket,very_low_lt_85,f5_total_4plus,1498,0.6382,0.6342,0.004
2024,BD_L5_bucket,very_low_lt_85,f5_total_4plus,1479,0.6268,0.6211,0.0057
2025,BD_L5_bucket,very_low_lt_85,f5_total_4plus,1461,0.6311,0.6226,0.0085
2023,BD_L5_bucket,very_low_lt_85,game_total_10plus,1498,0.4286,0.4257,0.0029
2024,BD_L5_bucket,very_low_lt_85,game_total_10plus,1479,0.3942,0.3805,0.0137
2025,BD_L5_bucket,very_low_lt_85,game_total_10plus,1461,0.399,0.3911,0.0079
2023,BD_L5_bucket,very_low_lt_85,game_total_9plus,1498,0.5274,0.5237,0.0037
2024,BD_L5_bucket,very_low_lt_85,game_total_9plus,1479,0.5044,0.4863,0.0181
2025,BD_L5_bucket,very_low_lt_85,game_total_9plus,1461,0.4997,0.4853,0.0144
2023,BD_L5_bucket,very_low_lt_85,opponent_post5_runs_2plus,1498,0.502,0.4955,0.0065
2024,BD_L5_bucket,very_low_lt_85,opponent_post5_runs_2plus,1479,0.4936,0.4773,0.0163
2025,BD_L5_bucket,very_low_lt_85,opponent_post5_runs_2plus,1461,0.4805,0.4701,0.0104
2023,BD_L5_bucket,very_low_lt_85,opponent_runs_4plus,1498,0.5928,0.5745,0.0183
2024,BD_L5_bucket,very_low_lt_85,opponent_runs_4plus,1479,0.5747,0.55,0.0247
2025,BD_L5_bucket,very_low_lt_85,opponent_runs_4plus,1461,0.5613,0.5493,0.012
2023,BD_L5_bucket,very_low_lt_85,opponent_runs_5plus,1498,0.4653,0.4529,0.0124
2024,BD_L5_bucket,very_low_lt_85,opponent_runs_5plus,1479,0.449,0.4252,0.0238
2025,BD_L5_bucket,very_low_lt_85,opponent_runs_5plus,1461,0.4237,0.4166,0.0071
2023,BD_L5_bucket,very_low_lt_85,team_f5_runs_2plus,1498,0.5874,0.5945,-0.0071
2024,BD_L5_bucket,very_low_lt_85,team_f5_runs_2plus,1479,0.5835,0.5795,0.004
2025,BD_L5_bucket,very_low_lt_85,team_f5_runs_2plus,1461,0.5551,0.5754,-0.0203
2023,BD_L5_bucket,very_low_lt_85,team_post5_runs_2plus,1498,0.4813,0.4955,-0.0142
2024,BD_L5_bucket,very_low_lt_85,team_post5_runs_2plus,1479,0.4888,0.4773,0.0115
2025,BD_L5_bucket,very_low_lt_85,team_post5_runs_2plus,1461,0.4716,0.4701,0.0015
2023,BD_L5_bucket,very_low_lt_85,team_runs_4plus,1498,0.5534,0.5745,-0.0211
2024,BD_L5_bucket,very_low_lt_85,team_runs_4plus,1479,0.5565,0.55,0.0065
2025,BD_L5_bucket,very_low_lt_85,team_runs_4plus,1461,0.5394,0.5493,-0.0099
2023,BD_L5_bucket,very_low_lt_85,team_runs_5plus,1498,0.4413,0.4529,-0.0116
2024,BD_L5_bucket,very_low_lt_85,team_runs_5plus,1479,0.428,0.4252,0.0028
2025,BD_L5_bucket,very_low_lt_85,team_runs_5plus,1461,0.4182,0.4166,0.0016
2023,BD_L5_bucket,very_low_lt_85,team_won,1498,0.4947,0.5,-0.0053
2024,BD_L5_bucket,very_low_lt_85,team_won,1479,0.4861,0.498,-0.0119
2025,BD_L5_bucket,very_low_lt_85,team_won,1461,0.4846,0.5,-0.0154
2023,BD_bucket,avg_95_105,f5_total_4plus,716,0.6313,0.6342,-0.0029
2024,BD_bucket,avg_95_105,f5_total_4plus,647,0.6136,0.6211,-0.0075
2025,BD_bucket,avg_95_105,f5_total_4plus,662,0.6329,0.6226,0.0103
2023,BD_bucket,avg_95_105,game_total_10plus,716,0.4106,0.4257,-0.0151
2024,BD_bucket,avg_95_105,game_total_10plus,647,0.3972,0.3805,0.0167
2025,BD_bucket,avg_95_105,game_total_10plus,662,0.3776,0.3911,-0.0135
2023,BD_bucket,avg_95_105,game_total_9plus,716,0.5042,0.5237,-0.0195
2024,BD_bucket,avg_95_105,game_total_9plus,647,0.4869,0.4863,0.0006
2025,BD_bucket,avg_95_105,game_total_9plus,662,0.4819,0.4853,-0.0034
2023,BD_bucket,avg_95_105,opponent_post5_runs_2plus,716,0.4958,0.4955,0.0003
2024,BD_bucket,avg_95_105,opponent_post5_runs_2plus,647,0.4668,0.4773,-0.0105
2025,BD_bucket,avg_95_105,opponent_post5_runs_2plus,662,0.4758,0.4701,0.0057
2023,BD_bucket,avg_95_105,opponent_runs_4plus,716,0.5559,0.5745,-0.0186
2024,BD_bucket,avg_95_105,opponent_runs_4plus,647,0.541,0.55,-0.009
2025,BD_bucket,avg_95_105,opponent_runs_4plus,662,0.5393,0.5493,-0.01
2023,BD_bucket,avg_95_105,opponent_runs_5plus,716,0.4441,0.4529,-0.0088
2024,BD_bucket,avg_95_105,opponent_runs_5plus,647,0.4405,0.4252,0.0153
2025,BD_bucket,avg_95_105,opponent_runs_5plus,662,0.3958,0.4166,-0.0208
2023,BD_bucket,avg_95_105,team_f5_runs_2plus,716,0.6061,0.5945,0.0116
2024,BD_bucket,avg_95_105,team_f5_runs_2plus,647,0.5966,0.5795,0.0171
2025,BD_bucket,avg_95_105,team_f5_runs_2plus,662,0.5831,0.5754,0.0077
2023,BD_bucket,avg_95_105,team_post5_runs_2plus,716,0.4888,0.4955,-0.0067
2024,BD_bucket,avg_95_105,team_post5_runs_2plus,647,0.4884,0.4773,0.0111
2025,BD_bucket,avg_95_105,team_post5_runs_2plus,662,0.4622,0.4701,-0.0079
2023,BD_bucket,avg_95_105,team_runs_4plus,716,0.5852,0.5745,0.0107
2024,BD_bucket,avg_95_105,team_runs_4plus,647,0.5518,0.55,0.0018
2025,BD_bucket,avg_95_105,team_runs_4plus,662,0.5468,0.5493,-0.0025
2023,BD_bucket,avg_95_105,team_runs_5plus,716,0.4707,0.4529,0.0178
2024,BD_bucket,avg_95_105,team_runs_5plus,647,0.4158,0.4252,-0.0094
2025,BD_bucket,avg_95_105,team_runs_5plus,662,0.435,0.4166,0.0184
2023,BD_bucket,avg_95_105,team_won,716,0.5209,0.5,0.0209
2024,BD_bucket,avg_95_105,team_won,647,0.524,0.498,0.026
2025,BD_bucket,avg_95_105,team_won,662,0.5181,0.5,0.0181
2023,BD_bucket,high_105_115,f5_total_4plus,612,0.6307,0.6342,-0.0035
2024,BD_bucket,high_105_115,f5_total_4plus,644,0.6102,0.6211,-0.0109
2025,BD_bucket,high_105_115,f5_total_4plus,551,0.5953,0.6226,-0.0273
2023,BD_bucket,high_105_115,game_total_10plus,612,0.4412,0.4257,0.0155
2024,BD_bucket,high_105_115,game_total_10plus,644,0.3665,0.3805,-0.014
2025,BD_bucket,high_105_115,game_total_10plus,551,0.3793,0.3911,-0.0118
2023,BD_bucket,high_105_115,game_total_9plus,612,0.5327,0.5237,0.009
2024,BD_bucket,high_105_115,game_total_9plus,644,0.4581,0.4863,-0.0282
2025,BD_bucket,high_105_115,game_total_9plus,551,0.4465,0.4853,-0.0388
2023,BD_bucket,high_105_115,opponent_post5_runs_2plus,612,0.5065,0.4955,0.011
2024,BD_bucket,high_105_115,opponent_post5_runs_2plus,644,0.4643,0.4773,-0.013
2025,BD_bucket,high_105_115,opponent_post5_runs_2plus,551,0.4646,0.4701,-0.0055
2023,BD_bucket,high_105_115,opponent_runs_4plus,612,0.5915,0.5745,0.017
2024,BD_bucket,high_105_115,opponent_runs_4plus,644,0.5264,0.55,-0.0236
2025,BD_bucket,high_105_115,opponent_runs_4plus,551,0.5281,0.5493,-0.0212
2023,BD_bucket,high_105_115,opponent_runs_5plus,612,0.4755,0.4529,0.0226
2024,BD_bucket,high_105_115,opponent_runs_5plus,644,0.3913,0.4252,-0.0339
2025,BD_bucket,high_105_115,opponent_runs_5plus,551,0.3956,0.4166,-0.021
2023,BD_bucket,high_105_115,team_f5_runs_2plus,612,0.567,0.5945,-0.0275
2024,BD_bucket,high_105_115,team_f5_runs_2plus,644,0.587,0.5795,0.0075
2025,BD_bucket,high_105_115,team_f5_runs_2plus,551,0.5463,0.5754,-0.0291
2023,BD_bucket,high_105_115,team_post5_runs_2plus,612,0.5131,0.4955,0.0176
2024,BD_bucket,high_105_115,team_post5_runs_2plus,644,0.4938,0.4773,0.0165
2025,BD_bucket,high_105_115,team_post5_runs_2plus,551,0.4592,0.4701,-0.0109
2023,BD_bucket,high_105_115,team_runs_4plus,612,0.5833,0.5745,0.0088
2024,BD_bucket,high_105_115,team_runs_4plus,644,0.5575,0.55,0.0075
2025,BD_bucket,high_105_115,team_runs_4plus,551,0.5227,0.5493,-0.0266
2023,BD_bucket,high_105_115,team_runs_5plus,612,0.4542,0.4529,0.0013
2024,BD_bucket,high_105_115,team_runs_5plus,644,0.4301,0.4252,0.0049
2025,BD_bucket,high_105_115,team_runs_5plus,551,0.4138,0.4166,-0.0028
2023,BD_bucket,high_105_115,team_won,612,0.5049,0.5,0.0049
2024,BD_bucket,high_105_115,team_won,644,0.5217,0.498,0.0237
2025,BD_bucket,high_105_115,team_won,551,0.5027,0.5,0.0027
2023,BD_bucket,low_85_95,f5_total_4plus,658,0.6231,0.6342,-0.0111
2024,BD_bucket,low_85_95,f5_total_4plus,666,0.6171,0.6211,-0.004
2025,BD_bucket,low_85_95,f5_total_4plus,648,0.6451,0.6226,0.0225
2023,BD_bucket,low_85_95,game_total_10plus,658,0.4271,0.4257,0.0014
2024,BD_bucket,low_85_95,game_total_10plus,666,0.3949,0.3805,0.0144
2025,BD_bucket,low_85_95,game_total_10plus,648,0.3951,0.3911,0.004
2023,BD_bucket,low_85_95,game_total_9plus,658,0.5289,0.5237,0.0052
2024,BD_bucket,low_85_95,game_total_9plus,666,0.485,0.4863,-0.0013
2025,BD_bucket,low_85_95,game_total_9plus,648,0.4907,0.4853,0.0054
2023,BD_bucket,low_85_95,opponent_post5_runs_2plus,658,0.5122,0.4955,0.0167
2024,BD_bucket,low_85_95,opponent_post5_runs_2plus,666,0.4565,0.4773,-0.0208
2025,BD_bucket,low_85_95,opponent_post5_runs_2plus,648,0.4722,0.4701,0.0021
2023,BD_bucket,low_85_95,opponent_runs_4plus,658,0.6109,0.5745,0.0364
2024,BD_bucket,low_85_95,opponent_runs_4plus,666,0.542,0.55,-0.008
2025,BD_bucket,low_85_95,opponent_runs_4plus,648,0.5602,0.5493,0.0109
2023,BD_bucket,low_85_95,opponent_runs_5plus,658,0.4787,0.4529,0.0258
2024,BD_bucket,low_85_95,opponent_runs_5plus,666,0.4219,0.4252,-0.0033
2025,BD_bucket,low_85_95,opponent_runs_5plus,648,0.4228,0.4166,0.0062
2023,BD_bucket,low_85_95,team_f5_runs_2plus,658,0.5866,0.5945,-0.0079
2024,BD_bucket,low_85_95,team_f5_runs_2plus,666,0.5616,0.5795,-0.0179
2025,BD_bucket,low_85_95,team_f5_runs_2plus,648,0.5864,0.5754,0.011
2023,BD_bucket,low_85_95,team_post5_runs_2plus,658,0.4848,0.4955,-0.0107
2024,BD_bucket,low_85_95,team_post5_runs_2plus,666,0.488,0.4773,0.0107
2025,BD_bucket,low_85_95,team_post5_runs_2plus,648,0.4676,0.4701,-0.0025
2023,BD_bucket,low_85_95,team_runs_4plus,658,0.5593,0.5745,-0.0152
2024,BD_bucket,low_85_95,team_runs_4plus,666,0.5571,0.55,0.0071
2025,BD_bucket,low_85_95,team_runs_4plus,648,0.571,0.5493,0.0217
2023,BD_bucket,low_85_95,team_runs_5plus,658,0.4407,0.4529,-0.0122
2024,BD_bucket,low_85_95,team_runs_5plus,666,0.4384,0.4252,0.0132
2025,BD_bucket,low_85_95,team_runs_5plus,648,0.4383,0.4166,0.0217
2023,BD_bucket,low_85_95,team_won,658,0.4757,0.5,-0.0243
2024,BD_bucket,low_85_95,team_won,666,0.485,0.498,-0.013
2025,BD_bucket,low_85_95,team_won,648,0.4892,0.5,-0.0108
2023,BD_bucket,very_high_115_plus,f5_total_4plus,1660,0.6295,0.6342,-0.0047
2024,BD_bucket,very_high_115_plus,f5_total_4plus,1795,0.6318,0.6211,0.0107
2025,BD_bucket,very_high_115_plus,f5_total_4plus,1744,0.6049,0.6226,-0.0177
2023,BD_bucket,very_high_115_plus,game_total_10plus,1660,0.4187,0.4257,-0.007
2024,BD_bucket,very_high_115_plus,game_total_10plus,1795,0.371,0.3805,-0.0095
2025,BD_bucket,very_high_115_plus,game_total_10plus,1744,0.3859,0.3911,-0.0052
2023,BD_bucket,very_high_115_plus,game_total_9plus,1660,0.5133,0.5237,-0.0104
2024,BD_bucket,very_high_115_plus,game_total_9plus,1795,0.4858,0.4863,-0.0005
2025,BD_bucket,very_high_115_plus,game_total_9plus,1744,0.4713,0.4853,-0.014
2023,BD_bucket,very_high_115_plus,opponent_post5_runs_2plus,1660,0.4777,0.4955,-0.0178
2024,BD_bucket,very_high_115_plus,opponent_post5_runs_2plus,1795,0.478,0.4773,0.0007
2025,BD_bucket,very_high_115_plus,opponent_post5_runs_2plus,1744,0.457,0.4701,-0.0131
2023,BD_bucket,very_high_115_plus,opponent_runs_4plus,1660,0.5373,0.5745,-0.0372
2024,BD_bucket,very_high_115_plus,opponent_runs_4plus,1795,0.5393,0.55,-0.0107
2025,BD_bucket,very_high_115_plus,opponent_runs_4plus,1744,0.5235,0.5493,-0.0258
2023,BD_bucket,very_high_115_plus,opponent_runs_5plus,1660,0.4235,0.4529,-0.0294
2024,BD_bucket,very_high_115_plus,opponent_runs_5plus,1795,0.4033,0.4252,-0.0219
2025,BD_bucket,very_high_115_plus,opponent_runs_5plus,1744,0.3951,0.4166,-0.0215
2023,BD_bucket,very_high_115_plus,team_f5_runs_2plus,1660,0.6102,0.5945,0.0157
2024,BD_bucket,very_high_115_plus,team_f5_runs_2plus,1795,0.5933,0.5795,0.0138
2025,BD_bucket,very_high_115_plus,team_f5_runs_2plus,1744,0.5883,0.5754,0.0129
2023,BD_bucket,very_high_115_plus,team_post5_runs_2plus,1660,0.4994,0.4955,0.0039
2024,BD_bucket,very_high_115_plus,team_post5_runs_2plus,1795,0.4518,0.4773,-0.0255
2025,BD_bucket,very_high_115_plus,team_post5_runs_2plus,1744,0.4782,0.4701,0.0081
2023,BD_bucket,very_high_115_plus,team_runs_4plus,1660,0.5873,0.5745,0.0128
2024,BD_bucket,very_high_115_plus,team_runs_4plus,1795,0.5499,0.55,-0.0001
2025,BD_bucket,very_high_115_plus,team_runs_4plus,1744,0.5528,0.5493,0.0035
2023,BD_bucket,very_high_115_plus,team_runs_5plus,1660,0.459,0.4529,0.0061
2024,BD_bucket,very_high_115_plus,team_runs_5plus,1795,0.4362,0.4252,0.011
2025,BD_bucket,very_high_115_plus,team_runs_5plus,1744,0.4117,0.4166,-0.0049
2023,BD_bucket,very_high_115_plus,team_won,1660,0.5157,0.5,0.0157
2024,BD_bucket,very_high_115_plus,team_won,1795,0.5014,0.498,0.0034
2025,BD_bucket,very_high_115_plus,team_won,1744,0.5269,0.5,0.0269
2023,BD_bucket,very_low_lt_85,f5_total_4plus,1266,0.6517,0.6342,0.0175
2024,BD_bucket,very_low_lt_85,f5_total_4plus,1336,0.6175,0.6211,-0.0036
2025,BD_bucket,very_low_lt_85,f5_total_4plus,1315,0.6433,0.6226,0.0207
2023,BD_bucket,very_low_lt_85,game_total_10plus,1266,0.4392,0.4257,0.0135
2024,BD_bucket,very_low_lt_85,game_total_10plus,1336,0.381,0.3805,0.0005
2025,BD_bucket,very_low_lt_85,game_total_10plus,1315,0.4076,0.3911,0.0165
2023,BD_bucket,very_low_lt_85,game_total_9plus,1266,0.5427,0.5237,0.019
2024,BD_bucket,very_low_lt_85,game_total_9plus,1336,0.497,0.4863,0.0107
2025,BD_bucket,very_low_lt_85,game_total_9plus,1315,0.5163,0.4853,0.031
2023,BD_bucket,very_low_lt_85,opponent_post5_runs_2plus,1266,0.5039,0.4955,0.0084
2024,BD_bucket,very_low_lt_85,opponent_post5_runs_2plus,1336,0.497,0.4773,0.0197
2025,BD_bucket,very_low_lt_85,opponent_post5_runs_2plus,1315,0.4844,0.4701,0.0143
2023,BD_bucket,very_low_lt_85,opponent_runs_4plus,1266,0.6082,0.5745,0.0337
2024,BD_bucket,very_low_lt_85,opponent_runs_4plus,1336,0.5831,0.55,0.0331
2025,BD_bucket,very_low_lt_85,opponent_runs_4plus,1315,0.5901,0.5493,0.0408
2023,BD_bucket,very_low_lt_85,opponent_runs_5plus,1266,0.4731,0.4529,0.0202
2024,BD_bucket,very_low_lt_85,opponent_runs_5plus,1336,0.4626,0.4252,0.0374
2025,BD_bucket,very_low_lt_85,opponent_runs_5plus,1315,0.4616,0.4166,0.045
2023,BD_bucket,very_low_lt_85,team_f5_runs_2plus,1266,0.5861,0.5945,-0.0084
2024,BD_bucket,very_low_lt_85,team_f5_runs_2plus,1336,0.5576,0.5795,-0.0219
2025,BD_bucket,very_low_lt_85,team_f5_runs_2plus,1315,0.5582,0.5754,-0.0172
2023,BD_bucket,very_low_lt_85,team_post5_runs_2plus,1266,0.4905,0.4955,-0.005
2024,BD_bucket,very_low_lt_85,team_post5_runs_2plus,1336,0.4903,0.4773,0.013
2025,BD_bucket,very_low_lt_85,team_post5_runs_2plus,1315,0.4677,0.4701,-0.0024
2023,BD_bucket,very_low_lt_85,team_runs_4plus,1266,0.5569,0.5745,-0.0176
2024,BD_bucket,very_low_lt_85,team_runs_4plus,1336,0.5404,0.55,-0.0096
2025,BD_bucket,very_low_lt_85,team_runs_4plus,1315,0.5445,0.5493,-0.0048
2023,BD_bucket,very_low_lt_85,team_runs_5plus,1266,0.4415,0.4529,-0.0114
2024,BD_bucket,very_low_lt_85,team_runs_5plus,1336,0.4027,0.4252,-0.0225
2025,BD_bucket,very_low_lt_85,team_runs_5plus,1315,0.4046,0.4166,-0.012
2023,BD_bucket,very_low_lt_85,team_won,1266,0.4779,0.5,-0.0221
2024,BD_bucket,very_low_lt_85,team_won,1336,0.4753,0.498,-0.0227
2025,BD_bucket,very_low_lt_85,team_won,1315,0.4593,0.5,-0.0407
2023,BD_chaos_bucket,avg_95_105,f5_total_4plus,599,0.6177,0.6342,-0.0165
2024,BD_chaos_bucket,avg_95_105,f5_total_4plus,668,0.6347,0.6211,0.0136
2025,BD_chaos_bucket,avg_95_105,f5_total_4plus,586,0.6519,0.6226,0.0293
2023,BD_chaos_bucket,avg_95_105,game_total_10plus,599,0.4023,0.4257,-0.0234
2024,BD_chaos_bucket,avg_95_105,game_total_10plus,668,0.3847,0.3805,0.0042
2025,BD_chaos_bucket,avg_95_105,game_total_10plus,586,0.3771,0.3911,-0.014
2023,BD_chaos_bucket,avg_95_105,game_total_9plus,599,0.5192,0.5237,-0.0045
2024,BD_chaos_bucket,avg_95_105,game_total_9plus,668,0.485,0.4863,-0.0013
2025,BD_chaos_bucket,avg_95_105,game_total_9plus,586,0.4659,0.4853,-0.0194
2023,BD_chaos_bucket,avg_95_105,opponent_post5_runs_2plus,599,0.4658,0.4955,-0.0297
2024,BD_chaos_bucket,avg_95_105,opponent_post5_runs_2plus,668,0.4731,0.4773,-0.0042
2025,BD_chaos_bucket,avg_95_105,opponent_post5_runs_2plus,586,0.4437,0.4701,-0.0264
2023,BD_chaos_bucket,avg_95_105,opponent_runs_4plus,599,0.5643,0.5745,-0.0102
2024,BD_chaos_bucket,avg_95_105,opponent_runs_4plus,668,0.5434,0.55,-0.0066
2025,BD_chaos_bucket,avg_95_105,opponent_runs_4plus,586,0.529,0.5493,-0.0203
2023,BD_chaos_bucket,avg_95_105,opponent_runs_5plus,599,0.4424,0.4529,-0.0105
2024,BD_chaos_bucket,avg_95_105,opponent_runs_5plus,668,0.4012,0.4252,-0.024
2025,BD_chaos_bucket,avg_95_105,opponent_runs_5plus,586,0.413,0.4166,-0.0036
2023,BD_chaos_bucket,avg_95_105,team_f5_runs_2plus,599,0.6027,0.5945,0.0082
2024,BD_chaos_bucket,avg_95_105,team_f5_runs_2plus,668,0.5749,0.5795,-0.0046
2025,BD_chaos_bucket,avg_95_105,team_f5_runs_2plus,586,0.5751,0.5754,-0.0003
2023,BD_chaos_bucket,avg_95_105,team_post5_runs_2plus,599,0.4958,0.4955,0.0003
2024,BD_chaos_bucket,avg_95_105,team_post5_runs_2plus,668,0.488,0.4773,0.0107
2025,BD_chaos_bucket,avg_95_105,team_post5_runs_2plus,586,0.4642,0.4701,-0.0059
2023,BD_chaos_bucket,avg_95_105,team_runs_4plus,599,0.5743,0.5745,-0.0002
2024,BD_chaos_bucket,avg_95_105,team_runs_4plus,668,0.5584,0.55,0.0084
2025,BD_chaos_bucket,avg_95_105,team_runs_4plus,586,0.558,0.5493,0.0087
2023,BD_chaos_bucket,avg_95_105,team_runs_5plus,599,0.4324,0.4529,-0.0205
2024,BD_chaos_bucket,avg_95_105,team_runs_5plus,668,0.4341,0.4252,0.0089
2025,BD_chaos_bucket,avg_95_105,team_runs_5plus,586,0.43,0.4166,0.0134
2023,BD_chaos_bucket,avg_95_105,team_won,599,0.5008,0.5,0.0008
2024,BD_chaos_bucket,avg_95_105,team_won,668,0.5105,0.498,0.0125
2025,BD_chaos_bucket,avg_95_105,team_won,586,0.5188,0.5,0.0188
2023,BD_chaos_bucket,high_105_115,f5_total_4plus,785,0.6369,0.6342,0.0027
2024,BD_chaos_bucket,high_105_115,f5_total_4plus,837,0.6057,0.6211,-0.0154
2025,BD_chaos_bucket,high_105_115,f5_total_4plus,696,0.6207,0.6226,-0.0019
2023,BD_chaos_bucket,high_105_115,game_total_10plus,785,0.4293,0.4257,0.0036
2024,BD_chaos_bucket,high_105_115,game_total_10plus,837,0.3835,0.3805,0.003
2025,BD_chaos_bucket,high_105_115,game_total_10plus,696,0.4066,0.3911,0.0155
2023,BD_chaos_bucket,high_105_115,game_total_9plus,785,0.5325,0.5237,0.0088
2024,BD_chaos_bucket,high_105_115,game_total_9plus,837,0.4719,0.4863,-0.0144
2025,BD_chaos_bucket,high_105_115,game_total_9plus,696,0.4871,0.4853,0.0018
2023,BD_chaos_bucket,high_105_115,opponent_post5_runs_2plus,785,0.4879,0.4955,-0.0076
2024,BD_chaos_bucket,high_105_115,opponent_post5_runs_2plus,837,0.4779,0.4773,0.0006
2025,BD_chaos_bucket,high_105_115,opponent_post5_runs_2plus,696,0.4899,0.4701,0.0198
2023,BD_chaos_bucket,high_105_115,opponent_runs_4plus,785,0.5643,0.5745,-0.0102
2024,BD_chaos_bucket,high_105_115,opponent_runs_4plus,837,0.5603,0.55,0.0103
2025,BD_chaos_bucket,high_105_115,opponent_runs_4plus,696,0.5402,0.5493,-0.0091
2023,BD_chaos_bucket,high_105_115,opponent_runs_5plus,785,0.4471,0.4529,-0.0058
2024,BD_chaos_bucket,high_105_115,opponent_runs_5plus,837,0.4158,0.4252,-0.0094
2025,BD_chaos_bucket,high_105_115,opponent_runs_5plus,696,0.4095,0.4166,-0.0071
2023,BD_chaos_bucket,high_105_115,team_f5_runs_2plus,785,0.6153,0.5945,0.0208
2024,BD_chaos_bucket,high_105_115,team_f5_runs_2plus,837,0.5639,0.5795,-0.0156
2025,BD_chaos_bucket,high_105_115,team_f5_runs_2plus,696,0.5934,0.5754,0.018
2023,BD_chaos_bucket,high_105_115,team_post5_runs_2plus,785,0.5274,0.4955,0.0319
2024,BD_chaos_bucket,high_105_115,team_post5_runs_2plus,837,0.4719,0.4773,-0.0054
2025,BD_chaos_bucket,high_105_115,team_post5_runs_2plus,696,0.4842,0.4701,0.0141
2023,BD_chaos_bucket,high_105_115,team_runs_4plus,785,0.6102,0.5745,0.0357
2024,BD_chaos_bucket,high_105_115,team_runs_4plus,837,0.5484,0.55,-0.0016
2025,BD_chaos_bucket,high_105_115,team_runs_4plus,696,0.5862,0.5493,0.0369
2023,BD_chaos_bucket,high_105_115,team_runs_5plus,785,0.479,0.4529,0.0261
2024,BD_chaos_bucket,high_105_115,team_runs_5plus,837,0.4265,0.4252,0.0013
2025,BD_chaos_bucket,high_105_115,team_runs_5plus,696,0.4325,0.4166,0.0159
2023,BD_chaos_bucket,high_105_115,team_won,785,0.5236,0.5,0.0236
2024,BD_chaos_bucket,high_105_115,team_won,837,0.4851,0.498,-0.0129
2025,BD_chaos_bucket,high_105_115,team_won,696,0.5187,0.5,0.0187
2023,BD_chaos_bucket,low_85_95,f5_total_4plus,506,0.6423,0.6342,0.0081
2024,BD_chaos_bucket,low_85_95,f5_total_4plus,595,0.5882,0.6211,-0.0329
2025,BD_chaos_bucket,low_85_95,f5_total_4plus,568,0.6092,0.6226,-0.0134
2023,BD_chaos_bucket,low_85_95,game_total_10plus,506,0.4526,0.4257,0.0269
2024,BD_chaos_bucket,low_85_95,game_total_10plus,595,0.3697,0.3805,-0.0108
2025,BD_chaos_bucket,low_85_95,game_total_10plus,568,0.3926,0.3911,0.0015
2023,BD_chaos_bucket,low_85_95,game_total_9plus,506,0.5415,0.5237,0.0178
2024,BD_chaos_bucket,low_85_95,game_total_9plus,595,0.4622,0.4863,-0.0241
2025,BD_chaos_bucket,low_85_95,game_total_9plus,568,0.4771,0.4853,-0.0082
2023,BD_chaos_bucket,low_85_95,opponent_post5_runs_2plus,506,0.504,0.4955,0.0085
2024,BD_chaos_bucket,low_85_95,opponent_post5_runs_2plus,595,0.4723,0.4773,-0.005
2025,BD_chaos_bucket,low_85_95,opponent_post5_runs_2plus,568,0.4965,0.4701,0.0264
2023,BD_chaos_bucket,low_85_95,opponent_runs_4plus,506,0.5988,0.5745,0.0243
2024,BD_chaos_bucket,low_85_95,opponent_runs_4plus,595,0.5227,0.55,-0.0273
2025,BD_chaos_bucket,low_85_95,opponent_runs_4plus,568,0.5722,0.5493,0.0229
2023,BD_chaos_bucket,low_85_95,opponent_runs_5plus,506,0.4605,0.4529,0.0076
2024,BD_chaos_bucket,low_85_95,opponent_runs_5plus,595,0.4353,0.4252,0.0101
2025,BD_chaos_bucket,low_85_95,opponent_runs_5plus,568,0.4278,0.4166,0.0112
2023,BD_chaos_bucket,low_85_95,team_f5_runs_2plus,506,0.5949,0.5945,0.0004
2024,BD_chaos_bucket,low_85_95,team_f5_runs_2plus,595,0.5782,0.5795,-0.0013
2025,BD_chaos_bucket,low_85_95,team_f5_runs_2plus,568,0.537,0.5754,-0.0384
2023,BD_chaos_bucket,low_85_95,team_post5_runs_2plus,506,0.4842,0.4955,-0.0113
2024,BD_chaos_bucket,low_85_95,team_post5_runs_2plus,595,0.4874,0.4773,0.0101
2025,BD_chaos_bucket,low_85_95,team_post5_runs_2plus,568,0.4754,0.4701,0.0053
2023,BD_chaos_bucket,low_85_95,team_runs_4plus,506,0.5672,0.5745,-0.0073
2024,BD_chaos_bucket,low_85_95,team_runs_4plus,595,0.563,0.55,0.013
2025,BD_chaos_bucket,low_85_95,team_runs_4plus,568,0.5141,0.5493,-0.0352
2023,BD_chaos_bucket,low_85_95,team_runs_5plus,506,0.4743,0.4529,0.0214
2024,BD_chaos_bucket,low_85_95,team_runs_5plus,595,0.437,0.4252,0.0118
2025,BD_chaos_bucket,low_85_95,team_runs_5plus,568,0.3873,0.4166,-0.0293
2023,BD_chaos_bucket,low_85_95,team_won,506,0.4842,0.5,-0.0158
2024,BD_chaos_bucket,low_85_95,team_won,595,0.521,0.498,0.023
2025,BD_chaos_bucket,low_85_95,team_won,568,0.4472,0.5,-0.0528
